firearm_type,price,link,stock_status
CZ 75 B 9MM OMEGA Black,Our Price: $618.20,https://www.mgewholesale.com/ecommerce/CZ-75-B-9MM-OMEGA-Black.cfm?item_id=15962&parent=855&navPanel=0,Qty Available: 18
CZ 75TS CZECHMATE 9MM,"Our Price: $2,854.01",https://www.mgewholesale.com/ecommerce/CZ-75TS-CZECHMATE-9MM.cfm?item_id=15966&parent=855&navPanel=0,Qty Available: 1
CZ 75 9MM Compact Black,Our Price: $644.60,https://www.mgewholesale.com/ecommerce/CZ-75-9MM-Compact-Black.cfm?item_id=15967&parent=855&navPanel=0,Qty Available: 16
CZ 75 D PCR Compact 9MM Black,Our Price: $616.00,https://www.mgewholesale.com/ecommerce/CZ-75-D-PCR-Compact-9MM-Black.cfm?item_id=15968&parent=855&navPanel=0,Qty Available: 6
CZ P-01 Compact 9MM Black,Our Price: $644.60,https://www.mgewholesale.com/ecommerce/CZ-P-01-Compact-9MM-Black.cfm?item_id=15970&parent=855&navPanel=0,Qty Available: 15
CZ 75 SP-01 Comp. 9MM 21Rd.,"Our Price: $1,139.60",https://www.mgewholesale.com/ecommerce/CZ-75-SP-01-Comp.-9MM-21Rd..cfm?item_id=35039&parent=855&navPanel=0,Qty Available: 6
CZ 75 SP-01 Comp. 9MM 21Rd.,"Our Price: $1,139.60",https://www.mgewholesale.com/ecommerce/CZ-75-SP-01-Comp.-9MM-21Rd..cfm?item_id=35040&parent=855&navPanel=0,Qty Available: 2
CZ TSport2 9MM,"Our Price: $1,405.80",https://www.mgewholesale.com/ecommerce/CZ-TSport2-9MM.cfm?item_id=34487&parent=855&navPanel=0,Qty Available: 4
CZ P01 Omega 9MM black,Our Price: $644.60,https://www.mgewholesale.com/ecommerce/CZ-P01-Omega-9MM-black.cfm?item_id=15971&parent=855&navPanel=0,Qty Available: 6
CZ Shadow 2 SA 9MM Black,"Our Price: $1,205.60",https://www.mgewholesale.com/ecommerce/CZ-Shadow-2-SA-9MM-Black.cfm?item_id=36883&parent=855&navPanel=0,Qty Available: 3
CZ Shadow 2 9MM Black oran gri,"Our Price: $1,889.78",https://www.mgewholesale.com/ecommerce/CZ-Shadow-2-9MM-Black-oran-gri.cfm?item_id=30677&parent=855&navPanel=0,Qty Available: 3
CZ Shadow 2 9MM Grey 17Rd.,"Our Price: $1,205.60",https://www.mgewholesale.com/ecommerce/CZ-Shadow-2-9MM-Grey-17Rd..cfm?item_id=26025&parent=855&navPanel=0,Qty Available: 2
CZ Shadow 2 9MM Black blue gri,"Our Price: $1,205.60",https://www.mgewholesale.com/ecommerce/CZ-Shadow-2-9MM-Black-blue-gri.cfm?item_id=27847&parent=855&navPanel=0,Qty Available: 3
CZ SCORPION EV0 3 S1 9MM,Our Price: $955.90,https://www.mgewholesale.com/ecommerce/CZ-SCORPION-EV0-3-S1-9MM.cfm?item_id=15979&parent=855&navPanel=0,Qty Available: 7
CZ SCORPION EVO FDE 9MM,"Our Price: $1,038.40",https://www.mgewholesale.com/ecommerce/CZ-SCORPION-EVO-FDE-9MM.cfm?item_id=15980&parent=855&navPanel=0,Qty Available: 50+
CZ Scorpion EVO 3 S1 9MM ODG,"Our Price: $1,038.40",https://www.mgewholesale.com/ecommerce/CZ-Scorpion-EVO-3-S1-9MM-ODG.cfm?item_id=27850&parent=855&navPanel=0,Qty Available: 39
CZ Scorpion EVO 3 S1 9MM BS Gr,"Our Price: $1,038.40",https://www.mgewholesale.com/ecommerce/CZ-Scorpion-EVO-3-S1-9MM-BS-Gr.cfm?item_id=27858&parent=855&navPanel=0,Qty Available: 19
Scorpion 3 Plus,"Our Price: $1,099.00",https://www.mgewholesale.com/ecommerce/Scorpion-3-Plus.cfm?item_id=36668&parent=855&navPanel=0,Qty Available: 50+
"Scorpion 3 Plus 7.8""",Our Price: $899.99,https://www.mgewholesale.com/ecommerce/Scorpion-3-Plus-7.8-.cfm?item_id=37268&parent=855&navPanel=0,Qty Available: 30
"CZ Bren 2 MS 5.56 Pistol 11""","Our Price: $1,727.00",https://www.mgewholesale.com/ecommerce/CZ-Bren-2-MS-5.56-Pistol-11-.cfm?item_id=35570&parent=855&navPanel=0,Qty Available: 10
"CZ Bren 2 MS 5.56 Pistol 14""","Our Price: $1,727.00",https://www.mgewholesale.com/ecommerce/CZ-Bren-2-MS-5.56-Pistol-14-.cfm?item_id=35750&parent=855&navPanel=0,Qty Available: 6
CZ P-10 compact 9MM Blk,Our Price: $478.50,https://www.mgewholesale.com/ecommerce/CZ-P-10-compact-9MM-Blk.cfm?item_id=29930&parent=855&navPanel=0,Qty Available: 6
CZ P-10 Full size 9MM Blk,Our Price: $512.60,https://www.mgewholesale.com/ecommerce/CZ-P-10-Full-size-9MM-Blk.cfm?item_id=29934&parent=855&navPanel=0,Qty Available: 22
CZ P-10 Sub comp 9MM Blk,Our Price: $523.60,https://www.mgewholesale.com/ecommerce/CZ-P-10-Sub-comp-9MM-Blk.cfm?item_id=33898&parent=855&navPanel=0,Qty Available: 15
CZ P-09 DUTY 9MM BLK POLY,Our Price: $504.90,https://www.mgewholesale.com/ecommerce/CZ-P-09-DUTY-9MM-BLK-POLY.cfm?item_id=15984&parent=855&navPanel=0,Qty Available: 24
CZc A01-LD 9MM Black,"Our Price: $2,261.60",https://www.mgewholesale.com/ecommerce/CZc-A01-LD-9MM-Black.cfm?item_id=30274&parent=855&navPanel=0,Qty Available: 2
CZ P-10 compact 9MM Blk,Our Price: $499.99,https://www.mgewholesale.com/ecommerce/CZ-P-10-compact-9MM-Blk.cfm?item_id=29939&parent=855&navPanel=0,Qty Available: 5
CZ P10 M 9MM CCW,Our Price: $421.00,https://www.mgewholesale.com/ecommerce/CZ-P10-M-9MM-CCW.cfm?item_id=35951&parent=855&navPanel=0,Qty Available: 13
Girsan 1911SC .45ACP Officer,Our Price: $499.99,https://www.mgewholesale.com/ecommerce/Girsan-1911SC-.45ACP-Officer.cfm?item_id=33975&parent=855&navPanel=0,Qty Available: 10
Girsan 1911S .45ACP Gvmt.,Our Price: $417.00,https://www.mgewholesale.com/ecommerce/Girsan-1911S-.45ACP-Gvmt..cfm?item_id=33977&parent=855&navPanel=0,Qty Available: 6
Girsan 1911STV .45ACP Gvmt.,Our Price: $483.00,https://www.mgewholesale.com/ecommerce/Girsan-1911STV-.45ACP-Gvmt..cfm?item_id=33999&parent=855&navPanel=0,Qty Available: 7
Girsan 1911S .45ACP Gvmt.,Our Price: $433.00,https://www.mgewholesale.com/ecommerce/Girsan-1911S-.45ACP-Gvmt..cfm?item_id=34000&parent=855&navPanel=0,Qty Available: 14
