firearm_type,price,link,stock_status,brand,model,vendor
,$459.95,https://shop2.gzanders.com/catalog/product/view/id/20310/s/traditions-1873-saa-45lc-4-75-revolver-blued-walnut/category/520/,Back Order,TRADITIONS,"1873 SAA .45LC 4.75"" REVOLVER BLUED/CCH",Zanders
,$459.95,https://shop2.gzanders.com/firearms/mb-int-sa-20-20ga-3-26-vr-ct-3-black-matte-synthetic.html,In Stock,MOSSBERG,"SA-20 20GA 3"" 26""VR BLUED/SYN",Zanders
,$460.00,https://shop2.gzanders.com/firearms/s-w-m-p40-m2-0-compact-40s-w-fs-3-6-13-shot-poly-finish.html,In Stock,S&W,"M&P40 M2.0 COMPACT 40S&W FS 3.6"" 13-SHOT POLY FINISH!",Zanders
,$502.00,https://shop2.gzanders.com/firearms/s-w-m-p9-m2-0-9mm-4-25-fs-17-shot-w-thumb-safety-poly.html,In Stock,S&W,"M&P9 M2.0 9MM 4.25"" FS 17-SHOT W/THUMB SAFETY POLY!",Zanders
,$460.93,https://shop2.gzanders.com/firearms/mb-patriot-hunting-300wm-24-matte-blued-walnut.html,In Stock,MOSSBERG,"PATRIOT 300WM 24"" BLUED/WALNUT",Zanders
,$460.93,https://shop2.gzanders.com/firearms/mb-patriot-hunting-7mm-rem-mag-24-matte-blued-walnut.html,In Stock,MOSSBERG,"PATRIOT 7MM RM 24"" BLUED/WALNUT",Zanders
,$460.95,https://shop2.gzanders.com/catalog/product/view/id/29636/s/cz-712-g2-12ga-3-26-vr-ct-3-matte-blued-walnut/category/520/,In Stock,CZ,"712 G2 12GA. 3"" 26""VR CT-5 MATTE BLUED WALNUT",Zanders
,$461.00,https://shop2.gzanders.com/firearms/s-w-pc-m-p9-shld-plus-9mm-3-1-ported-fiber-optics-13-10-mags-g13254.html,Back Order,S&W,"PC M&P9 SHLD PLUS 9MM 3.1"" PORTED FIBER OPTICS 13/10 MAGS",Zanders
,$461.00,https://shop2.gzanders.com/firearms/legacy-howa-m1500-gp2-6-5-prc-24-thrd-bbl-back-w-scope-ghgp265prcb.html,Back Order,LEGACY,"HOWA M1500 GP2 6.5 PRC 24"" THRD BBL BACK W/SCOPE",Zanders
,$461.00,https://shop2.gzanders.com/firearms/legacy-howa-m1500-gp2-300wm-24-thrd-bbl-back-w-scope-ghgp2300b.html,Back Order,LEGACY,"HOWA M1500 GP2 .300WM 24"" THRD BBL BACK W/SCOPE",Zanders
,$461.00,https://shop2.gzanders.com/catalog/product/view/id/60455/s/s-w-shield-m2-0-pc-m-p-45acp-4-hiviz-black-w-cleaning-kit/category/520/,Back Order,S&W,"SHIELD M2.0 PC M&P .45ACP 4"" HIVIZ BLACK W/ CLEANING KIT",Zanders
,$461.04,https://shop2.gzanders.com/firearms/savage-a17-17wsm-sporter-22-accu-tgr-blu-gry-lam-sporter-g47801.html,Back Order,SAVAGE,"A17 .17WSM SPORTER 22"" ACCU TGR BLU/GRY LAM SPORTER",Zanders
,$461.04,https://shop2.gzanders.com/firearms/savage-a17-17hmr-sporter-22-accu-tgr-blu-gry-lam-sporter.html,Back Order,SAVAGE,"A17 .17HMR SPORTER 22"" ACCU TGR BLU/GRY LAM SPORTER",Zanders
,$461.75,https://shop2.gzanders.com/firearms/cimarron-p-model-38sp-357-pw-fs-7-5-cc-blued-walnut.html,In Stock,CIMARRON,"P-MODEL .38SP/.357 PW FS 7.5"" CC/BLUED WALNUT",Zanders
,$461.75,https://shop2.gzanders.com/catalog/product/view/id/19322/s/cimarron-p-model-45lc-fs-4-75-cc-blued-walnut/category/520/,In Stock,CIMARRON,"P-MODEL .45LC FS 4.75"" CC/BLUED WALNUT",Zanders
,$461.75,https://shop2.gzanders.com/catalog/product/view/id/16879/s/cimarron-p-model-45lc-fs-7-5-cc-blued-walnut/category/520/,In Stock,CIMARRON,"P-MODEL .45LC FS 7.5"" CC/BLUED WALNUT",Zanders
,$461.75,https://shop2.gzanders.com/catalog/product/view/id/16877/s/cimarron-p-model-45lc-fs-5-5-cc-blued-walnut/category/520/,Back Order,CIMARRON,"P-MODEL .45LC FS 5.5"" CC/BLUED WALNUT",Zanders
,$461.75,https://shop2.gzanders.com/firearms/cimarron-p-model-38spl-357-fs-5-5-cc-blued-walnut.html,Back Order,CIMARRON,"P-MODEL .38SPL/.357 FS 5.5"" CC/BLUED WALNUT",Zanders
,$461.75,https://shop2.gzanders.com/firearms/cimarron-p-model-38spl-357-fs-4-75-cc-blued-walnut.html,In Stock,CIMARRON,"P-MODEL .38SPL/.357 FS 4.75"" CC/BLUED WALNUT",Zanders
,$462.88,https://shop2.gzanders.com/firearms/bergara-bmr-micro-17hmr-20-tb-1-5rd-1-10rd-black-syn-gbmr005.html,Back Order,BERGARA,"BMR MICRO .17HMR 20"" W/RAIL BLUED/GREY 5RD/10RD MAG",Zanders
,$462.88,https://shop2.gzanders.com/firearms/bergara-bmr-micro-22wmr-20-tb-1-5rd-1-10rd-black-syn-gbmr003.html,Back Order,BERGARA,"BMR MICRO .22WMR 20"" W/RAIL BLUED/GREY 5RD/10RD MAG",Zanders
,$462.88,https://shop2.gzanders.com/firearms/bergara-bmr-micro-22lr-18-tb-1-5rd-1-10rd-black-syn-gbmr001.html,Back Order,BERGARA,"BMR MICRO .22LR 18"" #4 W/RAIL BLUED/GREY 5RD/10RD MAG",Zanders
,$462.88,https://shop2.gzanders.com/firearms/bergara-bxr-22lr-semi-auto-16-5-fluted-tb-black-syn.html,Back Order,BERGARA,"BXR .22LR SEMI-AUTO 16.5"" BLUED CERAKOTE/GREEN SYN",Zanders
,$462.95,https://shop2.gzanders.com/firearms/taurus-856-38spl-3-ngt-sgt-tungsten-vz-grip-g28563cnsvz.html,Back Order,TAURUS,"856 .38SPL 3"" NGT SGT TUNGSTEN VZ GRIP",Zanders
,$463.89,https://shop2.gzanders.com/firearms/mb-930-waterfowl-12ga-28-vr-black-matte-synthetic.html,Back Order,MOSSBERG,"930 WATERFOWL 12GA 28"" 3"" BLUED/SYN",Zanders
,$463.89,https://shop2.gzanders.com/firearms/mb-mvp-patrol-308-win-10-shot-18-5-f-hider-black-matte-syn.html,Back Order,MOSSBERG,"MVP PATROL 308WIN 10RD 16.25"" BLUED/SYN",Zanders
,$463.89,https://shop2.gzanders.com/firearms/mb-mvp-patrol-5-56mm-10-shot-18-5-f-hider-black-matte-syn.html,Back Order,MOSSBERG,"MVP PATROL 5.56MM 10RD 16.25"" BLUED/SYN",Zanders
,$464.00,https://shop2.gzanders.com/firearms/iwi-masada-9mm-4-6-threaded-bbl-ns-orp-2-17rd-mag-green-gm9orp17todns.html,Back Order,IWI,"MASADA 9MM 4.6"" THREADED BBL NS ORP 2-17RD MAG GREEN",Zanders
,$464.00,https://shop2.gzanders.com/firearms/iwi-masada-9mm-4-6-threaded-bbl-ns-orp-2-17rd-mag-black-gm9orp17tns.html,Back Order,IWI,"MASADA 9MM 4.6"" THREADED BBL NS ORP 2-17RD MAG BLACK",Zanders
,$464.00,https://shop2.gzanders.com/firearms/iwi-masada-9mm-4-6-threaded-bbl-ns-orp-2-17rd-mag-fde-gm9orp17tfdns.html,Back Order,IWI,"MASADA 9MM 4.6"" THREADED BBL NS ORP 2-17RD MAG FDE",Zanders
,$464.57,https://shop2.gzanders.com/firearms/cimarron-new-sheriff-44-40-fs-3-5-cc-blued-walnut.html,Back Order,CIMARRON,"NEW SHERIFF .44/40 FS 3.5"" CC/BLUED WALNUT",Zanders
,$464.57,https://shop2.gzanders.com/catalog/product/view/id/41668/s/cimarron-p-model-44-40-win-om-fs-7-5-cc-blued-walnut/category/520/,In Stock,CIMARRON,"P-MODEL .44-40 WIN. OM FS 7.5"" CC/BLUED WALNUT",Zanders
,$464.57,https://shop2.gzanders.com/catalog/product/view/id/41667/s/cimarron-p-model-44-40-win-om-fs-5-5-cc-blued-walnut/category/520/,In Stock,CIMARRON,"P-MODEL .44-40 WIN. OM FS 5.5"" CC/BLUED WALNUT",Zanders
,$464.57,https://shop2.gzanders.com/catalog/product/view/id/38685/s/cimarron-p-model-44-40-win-om-fs-4-75-cc-blued-walnut/category/520/,Back Order,CIMARRON,"P-MODEL .44-40 WIN. OM FS 4.75"" CC/BLUED WALNUT",Zanders
,$464.95,https://shop2.gzanders.com/firearms/kel-tec-sub2000-g2-40sw-15rd-s-w-m-p-40s-w-tan-grip.html,Back Order,KEL-TEC,SUB2000 G2 .40SW 15RD S&W M&P 40S&W TAN GRIP,Zanders
,$464.95,https://shop2.gzanders.com/firearms/kel-tec-sub2000-g2-40sw-15rd-s-w-m-p-40s-w-green-grip.html,Back Order,KEL-TEC,SUB2000 G2 .40SW 15RD S&W M&P 40S&W GREEN GRIP,Zanders
,$464.95,https://shop2.gzanders.com/firearms/kel-tec-sub2000-g2-40sw-10rd-s-w-m-p-40s-w-tan-grip.html,Back Order,KEL-TEC,SUB2000 G2 .40SW 10RD S&W M&P 40S&W TAN GRIP,Zanders
,$464.95,https://shop2.gzanders.com/catalog/product/view/id/33580/s/kel-tec-sub2000-g2-40sw-10rd-s-w-m-p-40s-w-green-grip/category/520/,In Stock,KEL-TEC,SUB2000 G2 .40SW 10RD S&W M&P 40S&W GREEN GRIP,Zanders
,$464.99,https://shop2.gzanders.com/firearms/tristar-setter-o-u-28ga-28-vr-ct-3-silver-walnut.html,Back Order,TRISTAR,"SETTER O/U 28GA 28""VR CT-5 SILVER/WALNUT",Zanders
,$464.99,https://shop2.gzanders.com/catalog/product/view/id/16653/s/tristar-viper-g2-left-hand-12ga-3-28-vr-ct-3-black-syn/category/520/,In Stock,TRISTAR,"VIPER G2 LEFT HAND 12GA. 3"" 28""VR CT-3 BLACK SYN.",Zanders
,$465.00,https://shop2.gzanders.com/firearms/girsan-mc9-optic-match-w-far-dot-optics-ported-bbl-blk-g390355.html,Back Order,GIRSAN,"MC9 OPTIC MATCH W/ FAR- DOT OPTICS, PORTED BBL BLK",Zanders
,$465.12,https://shop2.gzanders.com/firearms/savage-axis-ii-xp-s-s-350-legend-18-3-9x40-blk-ergo-stk-g57541.html,Back Order,SAVAGE,"AXIS II XP S/S 350 LEGEND 18"" 3-9X40 BLK ERGO STK",Zanders
,$465.12,https://shop2.gzanders.com/catalog/product/view/id/47663/s/savage-axis-ii-xp-s-s-270-22-3-9x40-ss-black-syn-ergo-stock/category/520/,In Stock,SAVAGE,"AXIS II XP S/S .270 22"" 3-9X40 SS/BLACK SYN ERGO STOCK",Zanders
,$465.12,https://shop2.gzanders.com/catalog/product/view/id/47662/s/savage-axis-ii-xp-s-s-308-22-3-9x40-ss-black-syn-ergo-stock/category/520/,Back Order,SAVAGE,"AXIS II XP S/S .308 22"" 3-9X40 SS/BLACK SYN ERGO STOCK",Zanders
,$465.12,https://shop2.gzanders.com/firearms/savage-axis-ii-xp-s-s-6-5creed-22-3-9x40-ss-blk-syn-ergo-stk.html,Back Order,SAVAGE,"AXIS II XP S/S 6.5CM 22"" 3-9X40 SS/BLK SYN ERGO STK",Zanders
,$465.12,https://shop2.gzanders.com/catalog/product/view/id/47241/s/savage-axis-ii-xp-s-s-25-06-22-3-9x40-ss-blk-syn-ergo-st/category/520/,In Stock,SAVAGE,"AXIS II XP S/S .25-06 22"" 3-9X40 SS/BLK SYN ERGO ST.",Zanders
,$465.12,https://shop2.gzanders.com/catalog/product/view/id/47239/s/savage-axis-ii-xp-s-s-22-250-22-3-9x40-ss-blk-syn-ergo-stk/category/520/,In Stock,SAVAGE,"AXIS II XP S/S .22-250 22"" 3-9X40 SS/BLK SYN ERGO STK",Zanders
,$465.23,https://shop2.gzanders.com/catalog/product/view/id/64792/s/cimarron-p-model-38-40-fs-7-5-cc-blued-walnut/category/520/,Back Order,CIMARRON,"P-MODEL .38/40 FS 7.5"" CC/BLUED WALNUT",Zanders
,$465.23,https://shop2.gzanders.com/catalog/product/view/id/64791/s/cimarron-p-model-38-40-fs-5-5-cc-blued-walnut/category/520/,Back Order,CIMARRON,"P-MODEL .38/40 FS 5.5"" CC/BLUED WALNUT",Zanders
,$465.32,https://shop2.gzanders.com/catalog/product/view/id/33955/s/cimarron-p-model-38-40-fs-4-75-cc-blued-walnut/category/520/,In Stock,CIMARRON,"P-MODEL .38/40 FS 4.75"" CC/BLUED WALNUT",Zanders
,$478.50,https://shop2.gzanders.com/catalog/product/view/id/64790/s/cimarron-p-model-44-40-fs-7-5-cc-blued-walnut/category/520/,Back Order,CIMARRON,"P-MODEL .44 SPECIAL FS 7.5"" CC/BLUED WALNUT",Zanders
,$465.32,https://shop2.gzanders.com/catalog/product/view/id/64788/s/cimarron-p-model-32-20-fs-7-5-cc-blued-walnut/category/520/,In Stock,CIMARRON,"P-MODEL .32/20 FS 7.5"" CC/BLUED WALNUT",Zanders
,$478.50,https://shop2.gzanders.com/catalog/product/view/id/64787/s/cimarron-p-model-32-20-fs-5-5-cc-blued-walnut/category/520/,,CIMARRON,"P-MODEL .32/20 FS 5.5"" CC/BLUED WALNUT",Zanders
,$465.32,https://shop2.gzanders.com/catalog/product/view/id/64786/s/cimarron-p-model-32-20-fs-4-75-cc-blued-walnut/category/520/,In Stock,CIMARRON,"P-MODEL .32/20 FS 4.75"" CC/BLUED WALNUT",Zanders
,$470.07,https://shop2.gzanders.com/firearms/cimarron-p-model-44-special-fs-5-5-cc-blued-walnut-so.html,In Stock,CIMARRON,"P-MODEL .44 SPECIAL FS 5.5"" CC/BLUED WALNUT",Zanders
,$465.99,https://shop2.gzanders.com/firearms/tristar-setter-o-u-410-3-28-vr-ct-5-silver-walnut.html,In Stock,TRISTAR,"SETTER O/U .410 3"" 28""VR CT-5 SILVER/WALNUT",Zanders
,$466.00,https://shop2.gzanders.com/catalog/product/view/id/64690/s/ruger-mark-iv-22-45-lite-22lr-4-4-bull-as-gray-threaded/category/520/,Back Order,RUGER,"MARK IV 22/45 LITE .22LR 4.4"" BULL AS GRAY THREADED",Zanders
,$466.00,https://shop2.gzanders.com/firearms/ruger-mark-iv-target-22lr-10-bull-as-blued-synthetic.html,Back Order,RUGER,"MARK IV TARGET .22LR 10"" BULL AS BLUED SYNTHETIC",Zanders
,$466.00,https://shop2.gzanders.com/firearms/ruger-mark-iv-22-45-lite-22lr-4-4-bull-as-black-anodized-g43927.html,Back Order,RUGER,"MARK IV 22/45 LITE .22LR 4.4"" BULL AS BLACK ANODIZED",Zanders
,$466.00,https://shop2.gzanders.com/catalog/product/view/id/56876/s/ruger-mark-iv-22-45-lite-22lr-4-4-bull-as-gold-anodized/category/520/,In Stock,RUGER,"MARK IV 22/45 LITE .22LR 4.4"" BULL AS GOLD ANODIZED",Zanders
,$466.29,https://shop2.gzanders.com/firearms/taurus-tracker-44mag-4-5-sh-as-ported-ss-rubber.html,In Stock,TAURUS,"TRACKER .44MAG 4"" 5-SH AS PORTED SS RUBBER",Zanders
,$466.33,https://shop2.gzanders.com/catalog/product/view/id/7219/s/taurus-tracker-17hmr-6-5-vr-as-7-shot-ss-rubber/category/520/,Back Order,TAURUS,"TRACKER .17HMR 6.5"" VR AS 7-SHOT SS RUBBER",Zanders
,$466.65,https://shop2.gzanders.com/firearms/mb-silver-reserve-o-u-12ga-28-vr-ct-5-synthetic-black-g75470.html,In Stock,MOSSBERG,"SILVER RESERVE 12GA 3"" 28""VR EXTRACTOS BLUED/SYN",Zanders
,$466.85,https://shop2.gzanders.com/firearms/mb-mc2sc-9mm-luger-3-4-11-shot-black-3-night-sight-g89044.html,In Stock,MOSSBERG,"MC2SC 9MM 3.4"" 14RD TRUGLO NIGHT SIGHT/OPTIC READY",Zanders
,$466.95,https://shop2.gzanders.com/firearms/tps-arms-m6-o-u-rifle-shotgun-357-mag-410-18-25-bbl-blue.html,Back Order,TPS,"ARMS M6 O/U RIFLE/SHOTGUN .357 MAG/.410 18.25"" BLUED",Zanders
,$466.95,https://shop2.gzanders.com/firearms/henry-single-barrel-357-38-22-brass-receiver-walnut.html,Back Order,HENRY,"SINGLE BARREL .357/.38 22"" BRASS RECEIVER WALNUT",Zanders
,$466.95,https://shop2.gzanders.com/catalog/product/view/id/40314/s/henry-single-barrel-45-70-gov-22-brass-receiver-walnut/category/520/,Back Order,HENRY,"SINGLE BARREL .45-70 GOV 22"" BRASS RECEIVER WALNUT",Zanders
,$466.95,https://shop2.gzanders.com/catalog/product/view/id/40313/s/henry-single-barrel-44-magnum-22-brass-receiver-walnut/category/520/,Back Order,HENRY,"SINGLE BARREL .44 MAGNUM 22"" BRASS RECEIVER WALNUT",Zanders
,$466.95,https://shop2.gzanders.com/catalog/product/view/id/40306/s/henry-single-barrel-410-3-26-full-brass-receiver/category/520/,Back Order,HENRY,"SINGLE BARREL .410 3"" 26"" INVECTOR THREADS BRASS",Zanders
,$466.95,https://shop2.gzanders.com/catalog/product/view/id/40305/s/henry-single-barrel-20ga-3-26-modified-brass-receiver/category/520/,Back Order,HENRY,"SINGLE BARREL 20GA 3"" 26"" REM-CHOKE BRASS RECEIVER",Zanders
,$466.95,https://shop2.gzanders.com/catalog/product/view/id/40304/s/henry-single-barrel-12ga-3-5-28-modified-brass-receiver/category/520/,Back Order,HENRY,"SINGLE BARREL 12GA 3.5"" 28"" REM-CHOKE BRASS RECEIVER",Zanders
,$467.00,https://shop2.gzanders.com/firearms/girsan-regard-9mm-mc-gen3-adj-sgt-18-shot-black.html,Back Order,GIRSAN,REGARD 9MM MC GEN3 ADJ. SGT 18-SHOT BLACK,Zanders
,$467.01,https://shop2.gzanders.com/firearms/cimarron-1878-coach-gun-12ga-3-20-cyl-cyl-blued-walnut-gcg187820.html,Back Order,CIMARRON,"1878 COACH GUN 12GA. 3"" 20"" CYL/CYL BLUED WALNUT",Zanders
,$467.60,https://shop2.gzanders.com/firearms/bond-arms-snakeslayer-45lc-410-3-3-5-fs-stainless-wood.html,Back Order,BOND,"ARMS SNAKESLAYER .45LC/ .410-3"" 3.5"" FS STAINLESS WOOD",Zanders
,$467.84,https://shop2.gzanders.com/firearms/mb-835-combo-12ga-24-vr-ulti-full-28-vr-accu-mag-mobuc.html,Back Order,MOSSBERG,"835 COMBO 12GA 3.5"" 28""VR/24""VR MO-BREAKUP COUNTRY",Zanders
,$467.84,https://shop2.gzanders.com/catalog/product/view/id/41682/s/cimarron-pistolero-45lc-fs-4-75-nickel-walnut/category/520/,Back Order,CIMARRON,"PISTOLERO .45LC FS 4.75"" NICKEL WALNUT",Zanders
,$467.84,https://shop2.gzanders.com/firearms/cimarron-pistolero-38spl-357-fs-4-75-nickel-walnut.html,Back Order,CIMARRON,"PISTOLERO .38SPL/.357 FS 4.75"" NICKEL WALNUT",Zanders
,$467.84,https://shop2.gzanders.com/firearms/mb-835-combo-deer-turkey-12ga-3-5-24-mobu-country-syn.html,Back Order,MOSSBERG,"835 COMBO 12GA 3.5"" 24""VR/24""RIFLE BREAKUP COUNTRY",Zanders
,$467.95,https://shop2.gzanders.com/firearms/henry-small-game-rifle-22-wmr-w-peep-sight.html,In Stock,HENRY,"SMALL GAME .22WMR 20.5"" OCTAGON LARGE LOOP PEEP",Zanders
,$467.95,https://shop2.gzanders.com/catalog/product/view/id/27417/s/henry-small-game-carbine-22-wmr-w-peep-sight/category/520/,In Stock,HENRY,"SMALL GAME CARB .22WMR 17"" OCTAGON LARGE LOOP PEEP",Zanders
,$467.95,https://shop2.gzanders.com/firearms/henry-pump-action-rifle-22wmr-20-octagon-bbl-blued-walnut.html,In Stock,HENRY,"PUMP ACTION .22WMR 20.5"" OCTAGON BLUED WALNUT",Zanders
,$468.00,https://shop2.gzanders.com/firearms/s-w-pc-m-p9-shld-plus-9mm-4-fiber-optic-sgts-13-10-mag-blk-g13252.html,Back Order,S&W,"PC M&P9 SHLD PLUS 9MM 4"" FIBER OPTIC SGTS 13/10 MAG BLK",Zanders
,$468.00,https://shop2.gzanders.com/firearms/s-w-shield-m2-0-m-p-45acp-ported-hiviz-black.html,Back Order,S&W,SHIELD M2.0 M&P .45ACP PORTED HIVIZ BLACK,Zanders
,$468.00,https://shop2.gzanders.com/catalog/product/view/id/58015/s/s-w-shield-m2-0-m-p-40s-w-ported-hiviz-thumb-safety-blk/category/520/,Back Order,S&W,SHIELD M2.0 M&P .40S&W PORTED HIVIZ THUMB SAFETY BLK,Zanders
,$468.17,https://shop2.gzanders.com/catalog/product/view/id/38621/s/cimarron-el-malo-45-long-colt-pw-fs-7-5-octagon-cc-blued/category/520/,Back Order,CIMARRON,"EL MALO .45 LONG COLT PW FS 7.5"" OCTAGON CC/BLUED",Zanders
,$468.17,https://shop2.gzanders.com/catalog/product/view/id/38620/s/cimarron-el-malo-45-long-colt-pw-fs-5-5-octagon-cc-blued/category/520/,Back Order,CIMARRON,"EL MALO .45 LONG COLT PW FS 5.5"" OCTAGON CC/BLUED",Zanders
,$468.17,https://shop2.gzanders.com/catalog/product/view/id/38618/s/cimarron-el-malo-45-long-colt-pw-fs-4-75-octagon-cc-blued/category/520/,Back Order,CIMARRON,"EL MALO .45 LONG COLT PW FS 4.75"" OCTAGON CC/BLUED",Zanders
,$468.17,https://shop2.gzanders.com/firearms/cimarron-el-malo-38spl-357-pw-fs-7-5-octagon-cc-blued.html,Back Order,CIMARRON,"EL MALO .38SPL/.357 PW FS 7.5"" OCTAGON CC/BLUED",Zanders
,$468.17,https://shop2.gzanders.com/firearms/cimarron-el-malo-38spl-357-pw-fs-4-75-octagon-cc-blued.html,Back Order,CIMARRON,"EL MALO .38SPL/.357 PW FS 4.75"" OCTAGON CC/BLUED",Zanders
,$468.17,https://shop2.gzanders.com/firearms/cimarron-el-malo-38spl-357-pw-fs-5-5-octagon-cc-blued.html,Back Order,CIMARRON,"EL MALO .38SPL/.357 PW FS 5.5"" OCTAGON CC/BLUED",Zanders
,$468.79,https://shop2.gzanders.com/firearms/cimarron-1858-new-model-army-38sp-fs-5-5-cc-blued-walnut.html,In Stock,CIMARRON,"1858 NEW MODEL NAVY .38SP FS 5.5"" CC/BLUED WALNUT",Zanders
,$468.79,https://shop2.gzanders.com/catalog/product/view/id/36023/s/cimarron-1858-new-model-army-38sp-fs-7-5-cc-blued-walnut/category/520/,Back Order,CIMARRON,"1858 NEW MODEL ARMY .38SP FS 7.5"" CC/BLUED WALNUT",Zanders
,$469.00,https://shop2.gzanders.com/firearms/win-xpr-hunter-compact-6-5prc-22-m-gray-mobu-country-syn-g535721294.html,Back Order,WINCHESTER,"XPR HUNTER COMPACT 6.5PRC 22"" GRAY/MOBU COUNTRY",Zanders
,$469.00,https://shop2.gzanders.com/firearms/win-xpr-hunter-compact-6-5-cm-20-m-gray-mobu-country-syn-g535721289.html,Back Order,WINCHESTER,"XPR HUNTER COMPACT 6.5CM 20"" GRAY/MOBU COUNTRY",Zanders
,$469.00,https://shop2.gzanders.com/firearms/win-xpr-hunter-compact-223-20-m-gray-mobu-country-syn-g535721208.html,Back Order,WINCHESTER,"XPR HUNTER COMPACT .223 20"" GRAY/MOBU COUNTRY",Zanders
,$469.00,https://shop2.gzanders.com/firearms/win-xpr-hunter-compact-350leg-20-m-gray-mobu-country-syn.html,Back Order,WINCHESTER,"XPR HUNTER COMPACT .350 LEGEND 20"" GRAY/MOBU CNTR",Zanders
,$469.00,https://shop2.gzanders.com/catalog/product/view/id/46207/s/ruger-mark-iv-tactical-22lr-4-40-adj-threaded-bbl-syn/category/520/,Back Order,RUGER,"MARK IV TACTICAL .22LR 4.40"" ADJ. THREADED BBL SYN.",Zanders
,$469.00,https://shop2.gzanders.com/catalog/product/view/id/40972/s/ruger-mark-iv-target-22lr-5-5-bull-as-target-laminate/category/520/,Back Order,RUGER,"MARK IV TARGET .22LR 5.5"" BULL AS TARGET LAMINATE",Zanders
,$469.00,https://shop2.gzanders.com/firearms/win-xpr-hunter-compact-270wsm-22-m-gray-mobu-country-syn.html,In Stock,WINCHESTER,"XPR HUNTER COMPACT .270WSM 22"" GRAY/MOBU COUNTRY",Zanders
,$469.00,https://shop2.gzanders.com/firearms/win-xpr-hunter-compact-300wsm-22-m-gray-mobu-country-syn.html,In Stock,WINCHESTER,"XPR HUNTER COMPACT .300WSM 22"" GRAY/MOBU COUNTRY",Zanders
,$469.00,https://shop2.gzanders.com/firearms/win-xpr-hunter-compact-308-20-m-gray-mobu-country-syn.html,Back Order,WINCHESTER,"XPR HUNTER COMPACT .308 20"" GRAY/MOBU COUNTRY",Zanders
,$469.36,https://shop2.gzanders.com/firearms/cimarron-tuco-45lc-7-5-cc-blued-engraved-walnut-gca9090.html,Back Order,CIMARRON,"TUCO .45LC 7.5"" CC/BLUED ENGRAVED WALNUT",Zanders
,$469.92,https://shop2.gzanders.com/firearms/na-mini-revolver-22lr-22wmr-1-5-8-ranger-ii-break-top-1.html,Back Order,NAA,"MINI-REVOLVER .22LR/.22WMR 1 5/8"" RANGER II BREAK-TOP",Zanders
,$469.95,https://shop2.gzanders.com/catalog/product/view/id/57563/s/cz-457-american-17hmr-20-5-blued-bbl-walnut-stock/category/520/,Back Order,CZ,"457 AMERICAN .17HMR 24.5"" BLUED BBL. WALNUT STOCK",Zanders
,$469.95,https://shop2.gzanders.com/catalog/product/view/id/57562/s/cz-457-american-22wmr-20-5-blued-barrel-walnut-stock/category/520/,Back Order,CZ,"457 AMERICAN .22WMR 24.5"" BLUED BARREL WALNUT STOCK",Zanders
,$469.95,https://shop2.gzanders.com/catalog/product/view/id/57561/s/cz-457-american-22lr-20-5-blued-barrel-walnut-stock/category/520/,Back Order,CZ,"457 AMERICAN .22LR 24.5"" BLUED BARREL WALNUT STOCK",Zanders
,$469.95,https://shop2.gzanders.com/catalog/product/view/id/29639/s/cz-720-g2-20ga-3-26-vr-ct-3-matte-black-walnut/category/520/,,CZ,"720 G2 20GA. 3"" 26""VR CT-5 MATTE BLACK WALNUT",Zanders
,$470.00,https://shop2.gzanders.com/firearms/ruger-mark-iv-hunter-22lr-5-5-blue-fluted-adj-laminatd-g40177.html,,RUGER,"MARK IV HUNTER .22LR 5.5"" BLUE FLUTED ADJ. LAMINATD",Zanders
,$470.07,https://shop2.gzanders.com/catalog/product/view/id/64789/s/cimarron-p-model-44-40-fs-4-75-cc-blued-walnut/category/520/,,CIMARRON,"P-MODEL .44 SPECIAL FS 4.75"" CC/BLUED WALNUT",Zanders
,$470.07,https://shop2.gzanders.com/catalog/product/view/id/35648/s/cimarron-p-model-44-40-win-fs-7-5-cc-blued-walnut/category/520/,,CIMARRON,"P-MODEL .44-40 WIN. FS 7.5"" CC/BLUED WALNUT",Zanders
,$470.07,https://shop2.gzanders.com/catalog/product/view/id/35647/s/cimarron-p-model-44-40-win-fs-5-5-cc-blued-walnut/category/520/,,CIMARRON,"P-MODEL .44-40 WIN. FS 5.5"" CC/BLUED WALNUT",Zanders
,$470.07,https://shop2.gzanders.com/catalog/product/view/id/35634/s/cimarron-p-model-44-40-win-pw-fs-4-75-cc-blued-walnut/category/520/,,CIMARRON,"P-MODEL .44-40 WIN. PW FS 4.75"" CC/BLUED WALNUT",Zanders
,$470.95,https://shop2.gzanders.com/firearms/kriss-vector-sdp-pistol-22lr-g2-6-5-tb-10rd-fde-gkv22pfd00.html,,KRISS,"VECTOR SDP PISTOL .22LR G2 6.5"" TB 10RD FDE",Zanders
,$470.95,https://shop2.gzanders.com/firearms/kriss-vector-sdp-pistol-22lr-g2-6-5-tb-10rd-alpine-gkv22pap00.html,Back Order,KRISS,"VECTOR SDP PISTOL .22LR G2 6.5"" TB 10RD ALPINE",Zanders
,$470.95,https://shop2.gzanders.com/firearms/kel-tec-cp33-22lr-black-33-shot-fiber-optic-sights.html,Back Order,KEL-TEC,CP33 .22LR BLACK 33-SHOT FIBER OPTIC SIGHTS,Zanders
