firearm_type,price,link,stock_status,brand,model,vendor
"Black Rain - Scout 16"" 5.56x45mm","$1,799.95",https://gricewholesale.com/broscoutfde-black-rain-scout-5-56-fde.html,OUT OF STOCK,,,
"STI - DVC Tactical Bull-TR 21rd 5"" 9mm","$2,999.00",https://gricewholesale.com/sti10403000-sti-dvc-tactical-bull-tr-9mm-5-dlc.html,OUT OF STOCK,,,
"STI - DVC Limited Island 20rd 5"" 9mm","$3,199.00",https://gricewholesale.com/sti10275000-sti-dvc-limited-island-9mm-5-hard-chrome.html,OUT OF STOCK,,,
Savage - 11 Lady Hunter 6.5 Creedmoor,$748.95,https://gricewholesale.com/sav19657-savage-11-lady-hunter-6-5creedmoor-20.html,OUT OF STOCK,,,
"Taurus - 44 Tracker 5rd 4"" 44 Mag",$450.95,https://gricewholesale.com/tar2440041tkr-taurus-44-tracker-44mag-4-5rd-stainless.html,OUT OF STOCK,,,
"Ruger - Precision TALO Exclusive 24"" 6.5 Creedmoor","$1,419.95",https://gricewholesale.com/rug18025-ruger-precision-6-5creedmoor-24-desolvebarecamo.html,OUT OF STOCK,,,
"Kahr - CM9 Kryptek Camo 6rd 3"" 9mm",$347.95,https://gricewholesale.com/kahcm9093krt-kahr-cm9-kryptek-camo-frame-packed.html,OUT OF STOCK,,,
"Kahr - CW9 Carbon Fiber 7rd 3.6"" 9mm",$331.95,https://gricewholesale.com/kahcw9093bcf-kahr-cw9-black-carbon-fiber-packed.html,OUT OF STOCK,,,
"Magnum Research - Desert Eagle 1911 w/ Knife 8rd 4.3"" 45 ACP",$691.95,https://gricewholesale.com/mrsde1911ck-magnum-research-de1911ck-45acp-balck-4-3-w-knife.html,OUT OF STOCK,,,
"Springfield - Saint Edge 30rd 16"" 5.56x45mm","$1,099.95",https://gricewholesale.com/sprste916556b-springfield-saint-edge-w-chrome-moly-16-mid-length-gas-sys.html,OUT OF STOCK,,,
"Taurus - G2C 12rd 3.2"" 9mm",$207.95,https://gricewholesale.com/tar1g2c931-12-taurus-g2c-9mm-3-2-2x12-black.html,OUT OF STOCK,,,
"Weatherby - Vanguard Synthetic 26"" 257 Wby Mag",$572.95,https://gricewholesale.com/wbyvgt257wr6o-wby-vanguard-series-2-257wby-26-matte.html,OUT OF STOCK,,,
"Weatherby - Vanguard Series 2 26"" 7mm Rem Mag",$572.95,https://gricewholesale.com/wbyvgt7mmrr6o-wby-vanguard-series-2-7mmrem-syn-26-matte.html,OUT OF STOCK,,,
Weatherby - Vanguard Series 2 300 WinMag,$572.95,https://gricewholesale.com/wbyvgt300nr6o-wby-vanguard-series-2-300win-syn-26-matte.html,OUT OF STOCK,,,
"Kimber - 1911 Pro Carry II Two-Tone 9rd 4"" 9mm",$792.95,https://gricewholesale.com/kim3200333-kimber-pro-carry-ii-9mm-two-tone.html,OUT OF STOCK,,,
"Heritage - Rough Rider Adjustable Sights 9rd 6.5"" 22 LR / 22 Mag",$179.95,https://gricewholesale.com/htg50053-heritage-rough-rider-22lr-mag-6-5-9rd-cocobolo-as.html,OUT OF STOCK,,,
"Savage - 110 Tactical 24"" 308 Win",$654.95,https://gricewholesale.com/sav57007-savage-110-tactical-308win-24-matte-10rd.html,OUT OF STOCK,,,
"Savage A17 Target Sporter 22"" 17 HMR",$475.95,https://gricewholesale.com/sav47006-savage-a17-target-sporter-laminate-17hmr-22.html,OUT OF STOCK,,,
"STI - DVC Limited 20rd 5.4"" 9mm","$2,999.00",https://gricewholesale.com/sti10913000-sti-chrome-black-dvc-3g-5-4-9x19.html,OUT OF STOCK,,,
Springfield - M1A Scout Squad (NY Compliant) 7.62x51mm,"$1,518.00",https://gricewholesale.com/spraa9122nt-springfield-m1a-scout-7-62-18.html,OUT OF STOCK,,,
"Black Rain - Woodland Titanium 16"" 5.56x45mm","$1,168.95",https://gricewholesale.com/browoodland-black-rain-woodland-titanium-5-56.html,OUT OF STOCK,,,
"American Tactical - Road Agent Side By Side 18.5"" 12ga",$439.95,https://gricewholesale.com/atigkof12ra-ati-kofs-road-agent-12ga-sgd-sxs-18-5-wood-stock.html,OUT OF STOCK,,,
"Nighthawk - T4 Custom 3.8"" 45 ACP","$4,910.00",https://gricewholesale.com/ntht445acp-nighthawk-t4-custom-3-8-45acp.html,OUT OF STOCK,,,
"STI - DVC Omni 10rd 4.15"" 9mm","$3,999.00",https://gricewholesale.com/sti1285000-sti-dvc-omni-9mm-4-15-21rd.html,OUT OF STOCK,,,
"Canik - TP9SFx with Vortex Viper Red Dot 20rd 5.25"" 9mm",$599.95,https://gricewholesale.com/ciahg3774gvn-cia-canik-tp-9-sfx-9mm-5-25-20rd-tungsten-grey.html,OUT OF STOCK,,,
"Black Rain - Predator 20"" 22-250 Rem","$2,194.95",https://gricewholesale.com/bropredator22-250-black-rain-predator-22-250-black.html,OUT OF STOCK,,,
"Auto-Ordnance - 1911 ""Squadron"" 7rd 5"" 45 ACP",$761.95,https://gricewholesale.com/kah1911bkowc3-kahr-auto-ord-1911a1-squadron-45acp-5-blued.html,OUT OF STOCK,,,
"STI - DVC 18rd 3.75"" 9mm","$3,399.00",https://gricewholesale.com/sti10914000-sti-dvc-carry-h-o-s-t-3-9-9x19.html,OUT OF STOCK,,,
"STI - SRA Elite 20rd 5"" 9mm","$2,399.00",https://gricewholesale.com/sti10050919-sti-sra-elite-tactical-9x19.html,OUT OF STOCK,,,
"STI - Hawk 18rd 5"" 9mm","$1,999.00",https://gricewholesale.com/sti10570000-20-sti-2011-hawk-5-9mm-18rd.html,OUT OF STOCK,,,
"Sti - Hex-Tac DS 20rd 5"" 9mm","$2,699.00",https://gricewholesale.com/sti10910000-sti-hex-tac-ds-9mm-5-black-tan-20rd.html,OUT OF STOCK,,,
"STI - RMR 20rd 5"" 9mm","$3,599.00",https://gricewholesale.com/sti10912000-sti-rmr-h-o-s-t-tactical-ds-tr-5-0-9mm.html,OUT OF STOCK,,,
"Legacy - Pointer 1000 Field Over/Under 26"" 410",$359.95,https://gricewholesale.com/legkps10410f26m-legacy-pointer-1000-o-u-field-410-26.html,OUT OF STOCK,,,
"Legacy - Pointer Deluxe Semi-Auto Green 28"" 12ga",$249.95,https://gricewholesale.com/legkps12a028g-legacy-pointer-12-3-28-s-a-matte-grn-synthetic.html,OUT OF STOCK,,,
"Legacy - Pointer Deluxe Semi-Auto MOBL 28"" 12ga",$319.95,https://gricewholesale.com/legkps12a128mbl-legacy-pointer-12-3-5-28-s-a-bottomlands-full-camo.html,OUT OF STOCK,,,
"Legacy - Pointer Deluxe Semi-Auto Black 28"" 12ga",$274.95,https://gricewholesale.com/legkps12a128b-legacy-pointer-12-3-5-28-s-a-matte-blk-synthetic.html,OUT OF STOCK,,,
"Legacy - Pointer 1000 Field Over/Under 28"" 28ga",$359.95,https://gricewholesale.com/legkps1028f28-legacy-pointer-1000-o-u-field-28-28.html,OUT OF STOCK,,,
"Legacy - Pointer 1000 Syntheric Over/Under 28"" 12ga",$259.95,https://gricewholesale.com/legkps1012s28-legacy-pointer-1000-o-u-synthetic-12-28.html,OUT OF STOCK,,,
"Legacy - Pointer 1000 Field Over/Under 28"" 12ga",$359.95,https://gricewholesale.com/legkps1012f28-legacy-pointer-1000-o-u-field-12-28.html,OUT OF STOCK,,,
"American Tactical - GSG M1911 HGA 10rd 5"" 22 LR",$219.95,https://gricewholesale.com/atigerg2210m1911t-ati-gsg-m1911-hga-22lr-5-wdgp-10rd-tan.html,OUT OF STOCK,,,
"American Tactical - GSG 1911 HGA w/Polished Slide & Black Grip 10rd 5"" 22 LR",$219.95,https://gricewholesale.com/atigerg2210m1911s-ati-gsg-1911-hga-22lr-5-w-polished-slide-black-grip-10rd.html,OUT OF STOCK,,,
"American Tactical - GSG 1911 Green 10rd 5"" 22 LR",$219.95,https://gricewholesale.com/atigerg2210m1911g-ati-gsg-m1911-hga-22lr-5-wdgp-10rd-od-green.html,OUT OF STOCK,,,
"Kimber - EVO SP Two-Tone 7rd 3.16"" 9mm",$648.95,https://gricewholesale.com/kim3900010-kimber-evo-sp-two-tone-9mm.html,OUT OF STOCK,,,
"Kimber - EVO SP CDP 7rd 3.16"" 9mm",$720.95,https://gricewholesale.com/kim3900011-kimber-evo-sp-cdp-9mm.html,OUT OF STOCK,,,
"CZ - 75 Tactical Sport Czechmate 20rd 5.23"" 9mm","$3,043.95",https://gricewholesale.com/czg91174-cz-75-ts-czechmate-9mm-black-2-20rd-1-26rd.html,OUT OF STOCK,,,
"Browning - X-Bolt Micro Midas Left Hand 20"" 308 Win",$840.95,https://gricewholesale.com/brg035279218-brown-x-bolt-micro-midas-lh-308-ns.html,OUT OF STOCK,,,
"Kimber - K6S Stainless 6rd 3"" 357 Mag",$911.95,https://gricewholesale.com/kim3400016-kimber-k6s-357mag-3-brushed.html,OUT OF STOCK,,,
"Kimber - Micro Desert Tan Laser Grips 7rd 2.75"" 380 ACP",$657.95,https://gricewholesale.com/kim3300209-kimber-micro-380acp-desert-tan-lg-ns.html,OUT OF STOCK,,,
"Kimber - Micro Bel Air 7rd 2.75"" 380 ACP",$796.95,https://gricewholesale.com/kim3300210-kimber-micro-380acp-bel-air-ns.html,OUT OF STOCK,,,
"Black Rain - Patriot American Flag 16"" 5.56x45mm","$1,014.95",https://gricewholesale.com/bropatriotam-black-rain-patriot-5-56-16-american-flag.html,OUT OF STOCK,,,
"STI - Staccato C 8rd 3.9"" 9mm","$1,499.00",https://gricewholesale.com/sti10800000-sti-staccato-c-carry-9mm-3-9-bull-black-dlc-w-sts-brl.html,OUT OF STOCK,,,
"TriStar - Viper G2 Camo Semi-Auto Left Hand 28"" 12ga",$542.95,https://gricewholesale.com/tsr24169-tristar-viper-g2-lh-max5-12-28.html,OUT OF STOCK,,,
"Black Rain - Crypt Series Red 16"" 5.56x45mm","$1,014.95",https://gricewholesale.com/brocryptred-black-rain-crypt-5-5-16-red-skulls.html,OUT OF STOCK,,,
"Black Rain - Carnivore Black 16"" 450 Bushmaster","$1,159.95",https://gricewholesale.com/brocarnivore-black-rain-carnivore-450bushmaster-16-black.html,OUT OF STOCK,,,
"Black Rain - Spec15 Carbine Titanium Battleworn 16"" 5.56x45mm","$1,167.95",https://gricewholesale.com/brospec15tnmbw-black-rain-spec-15-5-56-carbine-titanium-battleworn.html,OUT OF STOCK,,,
"Black Rain - Patriot Obsidian Flag 16"" 5.56x45mm","$1,014.95",https://gricewholesale.com/bropatriotob-black-rain-patriot-5-56-16-obsidian-flag.html,OUT OF STOCK,,,
"Black Rain - Patriot Gadsden Flag 16"" 5.56x45mm","$1,014.95",https://gricewholesale.com/bropatriotgd-black-rain-patriot-5-56-16-gadsden-flag.html,OUT OF STOCK,,,
"Black Rain - Fallout10 American Flag 20"" 308 Win","$2,995.00",https://gricewholesale.com/brofallout10si-black-rain-fallout-spec-10-18-luth-stock.html,OUT OF STOCK,,,
"Black Rain - Spec15 Zombie Green Battleworn 16"" 5.56x45mm","$1,167.95",https://gricewholesale.com/brospeczombie-black-rain-spec-15-5-56-18-zombie-green-battleworn.html,OUT OF STOCK,,,
"Black Rain - Spec15 Carbine Black w/ Etched Skulls 16"" 5.56x45mm",$929.95,https://gricewholesale.com/brospec15skull-black-rain-spec-15-5-56-carbine-black-w-etched-skulls.html,OUT OF STOCK,,,
"Black Rain - Predator Black 22"" 6.5 Creedmoor","$2,077.95",https://gricewholesale.com/bropredator6-5cmprs-black-rain-predator-6-5creedmoor-22-prs-stock-15-mlok-rail.html,OUT OF STOCK,,,
"Browning - Citori CXS w/ Adjustable Comb 30"" 12ga","$2,331.95",https://gricewholesale.com/catalog/product/view/id/38053/s/brg018110303-brown-citori-cxs-12-30-grade-ii-walnut-adj-comb/category/10/,OUT OF STOCK,,,
"Browning - Citori CX Over/Under 28"" 12ga","$1,915.95",https://gricewholesale.com/catalog/product/view/id/38054/s/brg018115304-brown-citori-cx-12-28-grade-ii-american-walnut/category/10/,OUT OF STOCK,,,
"Ruger - Precision 15rd 18"" 17 HMR",$437.95,https://gricewholesale.com/rug8402-ruger-precision-17hmr-18-15rd-black.html,OUT OF STOCK,,,
"Browning - Citori 725 Feather Superlight Over/Under 26"" 20ga","$2,290.95",https://gricewholesale.com/catalog/product/view/id/38102/s/brg0180766005-brown-citori-725-feather-superlight-20-2-75-26-ds/category/10/,OUT OF STOCK,,,
"Howa - Mini Action Green 16.25"" 300 Blackout",$429.95,https://gricewholesale.com/leghma70363-legacy-mini-action-300blackout-16-25-odgreen.html,OUT OF STOCK,,,
"Howa - HCRA Battleworn American Flag 26"" 308 Win","$1,099.95",https://gricewholesale.com/leghcra73197usk-legacy-hcra-308win-26-red-white-blue-flag-chassis.html,OUT OF STOCK,,,
"Howa - Mini Action 16.25"" 300 Blackout",$429.95,https://gricewholesale.com/leghma70362-legacy-mini-action-300blackout-16-25-black.html,OUT OF STOCK,,,
"Howa - ORYX 16.25"" 300 Blackout",$789.95,https://gricewholesale.com/leghorm70364-legacy-oryx-chasis-300blackout-16-25-fde.html,OUT OF STOCK,,,
"Charles Daly - Triple Crown Three Barrel 28"" 12ga","$1,366.95",https://gricewholesale.com/chd930078-charles-daly-triple-crown-shotgun-12ga-3-28-white.html,OUT OF STOCK,,,
"STI - DVC P Delta Host 20rd 5"" 9mm","$3,999.00",https://gricewholesale.com/sti10385000-sti-dvc-p-delta-host-9x19-4-15-black.html,OUT OF STOCK,,,
"Weatherby - Orion I Over/Under 28"" 12ga",$764.95,https://gricewholesale.com/wbyor11228rgg-weatherby-orion-i-over-under-12-28-gloss-walnut.html,OUT OF STOCK,,,
"PTR - GIR Brown Furniture Flat Dark Earth Cerakote 18"" 308 Win","$1,399.95",https://gricewholesale.com/ptr112-ptr-gir-model-308win-18-brown-furniture-fde-cerakote.html,OUT OF STOCK,,,
"EAA - Girsan MC28 SA-TV Flat Dark Earth Optic Ready 15rd 4.25"" 9mm",$349.95,https://gricewholesale.com/eaa390140-eaa-girsan-mc28sa-9mm-4-25-15-1rd-fde-optics.html,OUT OF STOCK,,,
"EAA - Girsan MC312 Semi-Auto Black 28"" 12ga",$295.00,https://gricewholesale.com/eaa390145-eaa-girsan-mc312-inertia-s-a-shotgun-12ga-14-25-5-1rd-black.html,OUT OF STOCK,,,
"EAA - Weihrauch Windicator Black 6rd 2"" 357 Mag",$274.95,https://gricewholesale.com/eaa770130-eaa-windicator-357mag-2-6rd-black-steel.html,OUT OF STOCK,,,
"EAA - Girsan Regard MC Flat Dark Earth 18rd 4.9"" 9mm",$339.95,https://gricewholesale.com/eaa390084-eaa-girsan-regard-9mm-4-9-18-1rd-fde.html,OUT OF STOCK,,,
"EAA - Tanfoglio Witness Elite Stock III 17rd 4.75"" 9mm",$859.95,https://gricewholesale.com/eaa600595-eaa-witness-stock-iii-9mm-4-75-17rd-blued-straight-bbl.html,OUT OF STOCK,,,
"EAA - Tanfoglio Witness Elite Stock II 17rd 4.5"" 9mm",$939.95,https://gricewholesale.com/eaa600605-eaa-witness-stock-9mm-4-5-17rd-steel-chrome-cone-lock-da-sa.html,OUT OF STOCK,,,
"EAA - Tanfoglio Witness Steel Full Size 14rd 4.5"" 10mm",$499.95,https://gricewholesale.com/eaa999220-eaa-witness-full-size-10mm-4-5-14rd-wonder-finish.html,OUT OF STOCK,,,
"EAA - Girsan Regard MC 18rd 4.9"" 9mm",$329.95,https://gricewholesale.com/eaa390080-eaa-girsan-regard-9mm-4-9-18-1rd-black.html,OUT OF STOCK,,,
"EAA - Tanfoglio Witness Hunter 14rd 6"" 10mm",$999.95,https://gricewholesale.com/eaa600252-eaa-witness-hunter-10mm-6-14rd-blue.html,OUT OF STOCK,,,
"EAA - Tanfoglio Witness P Match Pro 17rd 4.75"" 9mm",$589.95,https://gricewholesale.com/eaa600663-eaa-witness-p-match-9mm-4-75-17rd-blue-black.html,OUT OF STOCK,,,
"EAA - Tanfoglio Witness Steel Full Size 17rd 4.5"" 9mm",$499.95,https://gricewholesale.com/eaa999101-eaa-witness-full-size-9mm-4-5-17rd-wonder-finish.html,OUT OF STOCK,,,
"EAA - Weihrauch Windicator Nickel 6rd 2"" 357 Mag",$319.95,https://gricewholesale.com/eaa770127-eaa-windicator-357mag-2-6rd-nickel-steel.html,OUT OF STOCK,,,
"EAA - Girsan Regard MC Two-Tone 18rd 4.9"" 9mm",$339.95,https://gricewholesale.com/eaa390082-eaa-girsan-regard-9mm-4-9-18-1rd-two-tone.html,OUT OF STOCK,,,
"EAA - Tanfoglio Witness P Full Size 14rd 4.5"" 10mm",$429.95,https://gricewholesale.com/eaa999061-eaa-witness-full-size-10mm-4-5-14rd-polymer.html,OUT OF STOCK,,,
"Shadow Systems - MR918 Elite 15rd 4"" 9mm",$767.20,https://gricewholesale.com/swsmr918beodstbsenp-shadow-systems-mr918-elite-black-frm-bronze-bbl-optic-cut-tb.html,OUT OF STOCK,,,
"Shadow Systems - MR918 Combat 15rd 4"" 9mm",$639.20,https://gricewholesale.com/swsmr918bcddsudsenp-shadow-systems-mr918-combat-9mm-black-frame-black-bbl.html,OUT OF STOCK,,,
"Shadow Systems - MR918 Elite 15rd 4"" 9mm",$719.20,https://gricewholesale.com/swsmr918beddsubsenp-shadow-systems-mr918-elite-black-frame-bronze-bbl.html,OUT OF STOCK,,,
"Shadow Systems - MR918 Combat 15rd 4"" 9mm",$679.20,https://gricewholesale.com/swsmr918bcodsubsenp-shadow-systems-mr918-combat-9mm-blk-frm-bronze-bbl-optic-cut.html,OUT OF STOCK,,,
"Shadow Systems - MR918 Elite 15rd 4"" 9mm",$759.20,https://gricewholesale.com/swsmr918beodsubsenp-shadow-systems-mr918-elite-black-frame-bronze-bbl-optic-cut.html,OUT OF STOCK,,,
"Shadow Systems - MR918 Combat 15rd 4"" 9mm",$639.20,https://gricewholesale.com/swsmr918bcddsubsenp-shadow-systems-mr918-combat-9mm-black-frame-bronze-bbl.html,OUT OF STOCK,,,
"Mossberg - 590M Shockwave Mag-Fed Pump 15"" 12ga",$454.95,https://gricewholesale.com/mos50208-moss-590m-shockwave-mag-fed-pump-action-12-15-10rd.html,OUT OF STOCK,,,
"Ruger - American Go Wild Camo 22"" 308 Win",$559.95,https://gricewholesale.com/rug26926-ruger-american-predator-308-22-cerakote-bronze-gowildcamo.html,OUT OF STOCK,,,
"Mossberg - Patriot Walnut 22"" 30-06 Sprg",$454.95,https://gricewholesale.com/mos27890-moss-patriot-30-06sprg-22-classic-walnut.html,OUT OF STOCK,,,
"Charter Arms - Pathfinder Lite Lavender 8rd 4.25"" 22 LR",$322.95,https://gricewholesale.com/cha52242-charter-arms-pathfinder-lite-22lr-lavender-sts-4-2-6shot.html,OUT OF STOCK,,,
"Taurus - TX22 16rd 4.25"" 22 LR",$246.95,https://gricewholesale.com/tar1tx22141-taurus-tx22-22lr-4-hard-anodized-black-2x16rd.html,OUT OF STOCK,,,
"Howa - HCRA Battleworn American Flag 26"" 6.5 Creedmoor","$1,099.95",https://gricewholesale.com/leghcra72597usk-legacy-hcra-6-5cm-26-red-white-blue-flag-chassis.html,OUT OF STOCK,,,
"CZ - 1012 Synthetic Mossy Oak Bottomland Camo Semi-Auto 28"" 12ga",$621.95,https://gricewholesale.com/czg06355-cz-1012-bottomland-camo-12-28.html,OUT OF STOCK,,,
"Howa - Hunter Walnut 22"" 22-250 Rem",$449.95,https://gricewholesale.com/leghhr51201-legacy-howa-22-250-hunter-italian-walnut-rifle.html,OUT OF STOCK,,,
"Howa - Hunter Walnut 22"" 6.5 Creedmoor",$449.95,https://gricewholesale.com/leghhr52501-legacy-howa-6-5creedmoor-hunter-italian-walnut-rifle.html,OUT OF STOCK,,,
"Howa - Hunter Walnut 22"" 308 Win",$449.95,https://gricewholesale.com/leghhr53101-legacy-howa-308-hunter-italian-walnut-rifle.html,OUT OF STOCK,,,
"Howa - Hunter Walnut 22"" 30-06 Sprg",$449.95,https://gricewholesale.com/leghhr53201-legacy-howa-30-06-hunter-italian-walnut-rifle.html,OUT OF STOCK,,,
"Howa - Hunter Walnut 22"" 243 Win",$449.95,https://gricewholesale.com/leghhr52101-legacy-howa-243-hunter-italian-walnut-rifle.html,OUT OF STOCK,,,
"Howa - Hunter Walnut 22"" 270 Win",$449.95,https://gricewholesale.com/leghhr52601-legacy-howa-270-hunter-italian-walnut-rifle.html,OUT OF STOCK,,,
"Browning - Citori Feather Lightning Over/Under 26"" 12ga","$2,456.95",https://gricewholesale.com/catalog/product/view/id/38557/s/brg018163305-brown-citori-feather-lightning-nkl-12-3-26/category/10/,OUT OF STOCK,,,
"Browning - X-Bolt Max Long Range 26"" 300 WSM","$1,144.95",https://gricewholesale.com/brg035438246-brown-x-bolt-max-long-range-adj-fluted-mb-300wsm.html,OUT OF STOCK,,,
"Browning - Citori White Lightning Over/Under 28"" 12ga","$2,290.95",https://gricewholesale.com/catalog/product/view/id/38561/s/brg018142304-brown-citori-white-lightning-sn-12-3-28/category/10/,OUT OF STOCK,,,
"Browning - Citori Gran Lightning Over/Under 28"" 12ga","$2,852.95",https://gricewholesale.com/catalog/product/view/id/38570/s/brg018117304-brown-citori-gran-lightning-bl-12-3-28/category/10/,OUT OF STOCK,,,
"Browning - X-Bolt Max Long Range 26"" 28 Nosler","$1,175.95",https://gricewholesale.com/catalog/product/view/id/38572/s/brg035438288-brown-x-bolt-max-long-range-adj-fluted-mb-28nosler/category/10/,OUT OF STOCK,,,
"Browning - X-Bolt Max Long Range 26"" 7mm Rem Mag","$1,144.95",https://gricewholesale.com/catalog/product/view/id/38575/s/brg035438227-brown-x-bolt-max-long-range-adj-fluted-mb-7mm/category/10/,OUT OF STOCK,,,
"Browning - Citori White Lightning Over/Under 26"" 12ga","$2,290.95",https://gricewholesale.com/catalog/product/view/id/38576/s/brg018142305-brown-citori-white-lightning-sn-12-3-26/category/10/,OUT OF STOCK,,,
"Mossberg - International 702 Plinkster 18"" 22 LR",$125.95,https://gricewholesale.com/mos37072-mos-702-22lr-18-as-blue-syn.html,OUT OF STOCK,,,
"Mossber - Patriot Night Train 24"" 6.5 Creedmoor",$666.95,https://gricewholesale.com/mos28019-moss-patriot-night-train-6-5cm-24-matte-fde.html,OUT OF STOCK,,,
"Kimber - 1911 KHX Custom/RL 8rd 5"" 45 ACP","$1,820.95",https://gricewholesale.com/kim3000380-kimber-khx-custom-rl-45acp.html,OUT OF STOCK,,,
"Savage - AXIS Left Hand 22"" 223 Rem",$308.95,https://gricewholesale.com/sav57247-savage-axis-lh-223rem-22.html,OUT OF STOCK,,,
"Auto-Ordnance - 1911 7rd 5"" 45 ACP",$914.95,https://gricewholesale.com/kah1911gch-kahr-auto-ord-1911-case-hardened-45acp-5-wood-grip.html,OUT OF STOCK,,,
"American Tactical - AR-15 Milsport RIA KM 16"" 5.56x45mm",$449.95,https://gricewholesale.com/atig15ms556p3p-ati-ar15-milsport-ria-p3p-black-5-56-16-30rd.html,OUT OF STOCK,,,
"Black Rain - Crypt Series Black 16"" 5.56x45mm",$929.95,https://gricewholesale.com/brocryptblk-black-rain-crypt-5-5-16-blk-skulls.html,OUT OF STOCK,,,
"Just Right Carbines - Gen 3 KeyMod Black 17"" 9mm",$559.95,https://gricewholesale.com/jrc9g3tbbl-just-right-carbine-9mm-glock-17-w-13-keymod-rail-blk-17rd.html,OUT OF STOCK,,,
"Just Right Carbines - Gen 3 Takedown 17"" 45 ACP",$517.95,https://gricewholesale.com/jrc45tdg3tbbl-just-right-carbine-45acp-glock-takedown-17-black-13rd.html,OUT OF STOCK,,,
"Just Right Carbines - Gen 3 Keymod 17"" 45 ACP",$559.95,https://gricewholesale.com/jrc45g3tbbl-just-right-carbine-45acp-glock-17-w-13-keymodrail-blk-13rd.html,OUT OF STOCK,,,
"Just Right Carbines - Gen 3 Takedown 17"" 9mm",$517.95,https://gricewholesale.com/jrc9tdg3tbbl-just-right-carbine-9mm-glock-takedown-17-black-17rd.html,OUT OF STOCK,,,
"CZ - 457 Varmint 20.5"" 22 Mag",$515.95,https://gricewholesale.com/czg02341-cz-457-varmint-22wmr.html,OUT OF STOCK,,,
"CZ - Dan Wesson TCP 8rd 4"" 45 ACP","$1,530.95",https://gricewholesale.com/czg01846-cz-dan-wesson-tcp-45acp-black-al-frame-rail-4-bull-bbl.html,OUT OF STOCK,,,
"CZ - 457 Varmint Precision Trainer Camo 16.5"" 22 LR","$1,088.95",https://gricewholesale.com/czg02338-cz-457-varmint-precision-trainer-22lr-camo-suppressor-ready.html,OUT OF STOCK,,,
"CZ - 457 Varmint 20.5"" 17 HMR",$515.95,https://gricewholesale.com/czg02342-cz-457-varmint-17hmr.html,OUT OF STOCK,,,
"Winchester - XPR Sporter 26"" 300 Win Mag",$514.95,https://gricewholesale.com/usr535709233-winchester-xpr-sporter-ns-300winmag-26.html,OUT OF STOCK,,,
"Ruger - 10/22 Tactical TALO Exclusive Black 25rd 16.12"" 22 LR",$392.95,https://gricewholesale.com/rug1296-ruger-k10-22rbd-fs-10-22-sts-25rd.html,OUT OF STOCK,,,
"Weatherby - Orion I Over/Under 26"" 12ga",$764.95,https://gricewholesale.com/wbyor11226rgg-weatherby-orion-i-over-under-12-26-gloss-walnut.html,OUT OF STOCK,,,
"Rossi - RS22 Semi-Auto 10rd 18"" 22 LR",$112.95,https://gricewholesale.com/tarrs22l1811-rossi-rs-22lr-18-matte-black-black-syn-10rd.html,OUT OF STOCK,,,
"Browning - X-Bolt Composite Stalker 22"" 270 Win",$787.95,https://gricewholesale.com/brg035496224-brown-x-bolt-comp-stkr-ns-270.html,OUT OF STOCK,,,
"Browning - X-Bolt Stainless Stalker 22"" 7mm-08 Rem","$1,030.95",https://gricewholesale.com/catalog/product/view/id/39365/s/brg035497216-brown-x-bolt-sts-stkr-ns-7mm-08/category/10/,OUT OF STOCK,,,
"Browning - X-Bolt Stainless Stalker 24"" 375 H&H","$1,050.95",https://gricewholesale.com/catalog/product/view/id/39389/s/brg035497132-browning-x-bolt-sts-stkr-375h-h-24/category/10/,OUT OF STOCK,,,
"Browning - X-Bolt Composite Stalker 23"" 270 WSM",$830.95,https://gricewholesale.com/catalog/product/view/id/39391/s/brg035496248-brown-x-bolt-comp-stkr-ns-270wsm/category/10/,OUT OF STOCK,,,
"Howa - Hogue Gameking Package Green 22"" 30-06 Sprg",$439.95,https://gricewholesale.com/leghgk63208-legacy-gameking-pkg-30-06-hogue-green-stock-w-3-5-10x44.html,OUT OF STOCK,,,
"Howa - Hogue Gameking Package Green 24"" 300 Win Mag",$459.95,https://gricewholesale.com/leghgk63308-legacy-gameking-pkg-300win-hogue-green-stock-w-3-5-10x44.html,OUT OF STOCK,,,
"Legacy - Pointer Arista Over/Under 28"" 12ga",$399.95,https://gricewholesale.com/legpar1228-legacy-pointer-arista-12-28-o-u-walnut.html,OUT OF STOCK,,,
"Legacy - Pointer Arista Youth Over/Under 26"" 20ga",$404.95,https://gricewholesale.com/legpar2026y-legacy-pointer-arista-youth-20-26-o-u-walnut.html,OUT OF STOCK,,,
"Howa - Hogue Gameking Package Green 24"" 7mm Rem Mag",$459.95,https://gricewholesale.com/leghgk63708-legacy-gameking-pkg-7mmrem-hogue-green-stock-w-3-5-10x44.html,OUT OF STOCK,,,
"Legacy - Pointer Arista Over/Under 28"" 20ga",$404.95,https://gricewholesale.com/legpar2028-legacy-pointer-arista-20-28-o-u-walnut.html,OUT OF STOCK,,,
"Legacy - Pointer Arista Youth Over/Under 26"" 410",$404.95,https://gricewholesale.com/legpar41026y-legacy-pointer-arista-youth-410-26-o-u-walnut.html,OUT OF STOCK,,,
"Legacy - Pointer Arista Over/Under 28"" 410",$404.95,https://gricewholesale.com/legpar41028-legacy-pointer-arista-410-28-o-u-walnut.html,OUT OF STOCK,,,
